id,title_similar_ind,description_similar_ind
66617859,"[12138656, 7021545, 2782635, 1691085, 5436017, 25749593]","[15288515, 24984581, 1738469, 1355397, 44976209, 5436017, 452629, 3598229, 1911579]"
20131511,"[1006403, 15898061, 3152303, 20482897, 48696695, 4595801, 13890971, 24947164, 31170045]","[31170045, 4584807, 7738575, 39228816, 3152303, 58947645]"
1738469,"[1738465, 1355397, 1355399, 1352339, 1542485, 1527513]","[467815, 1355399, 41263274, 59553866, 1352339, 32802803, 1527513, 5061499, 22634335]"
997533,"[535137, 12138658, 342851, 545610, 57762732, 7718735, 8705839, 545618, 56207381, 12107548]","[6691209, 545610, 1699257, 545618, 56207381, 7365241, 1256315, 44976191]"
562047,"[837604, 483943, 48947306, 45663003, 562047]","[800672, 1254119, 48947306, 6770925, 1576145, 3608625, 1582325, 49506137]"
1028649,"[42686978, 21430148, 571396, 613929, 10752043, 35408882, 11221398, 3003447, 12735194, 41843998]","[32219488, 21430148, 41549126, 54567402, 1374383, 36092657, 12735194, 58359997]"
1066808,"[9947041, 2196161, 44966308, 52665707, 572433, 424403, 385268, 20546491]","[9947041, 2196161, 1355395, 14961285, 342027, 52665707, 424403, 1733331, 13332055, 20546491]"
59478517,"[3284737, 57110087, 427631, 39820466, 2120181, 48928918, 485527, 533787, 533788]","[54053152, 12658438, 637484, 3608625, 39820466, 2120181, 58616758, 1582325, 13099517]"
11741798,"[15266849, 4979013, 483943, 56069032, 20286505, 9843946, 833611, 53434797, 45663003, 598974]","[800672, 31231270, 20286505, 48947306, 57791279, 20288915, 53693493, 598974]"
30792828,"[38110408, 3551561, 7348463, 56095762, 2072949, 19665462, 25049753, 12107548]","[38110408, 3551561, 5112975, 1085392, 52695990, 19665462]"
9950314,"[15266849, 4979013, 5458537, 34978121, 20286505, 53434797, 58696238, 5061491]","[15266849, 12733123, 4979013, 5458537, 27858586]"
16266488,"[5503105, 53434797, 43130590, 1028655, 20673427, 421620, 5503101, 13099517, 16459006]","[433536, 433545, 421620, 5503093, 1006197, 5503097, 29248666, 598974]"
433536,"[433545, 11222058, 2917523, 1028025, 543103]","[361761, 4639847, 433545, 3102763, 15000365, 2429811]"
41843998,"[1826115, 1080548, 11218443, 40933969, 582423, 1275129, 49506139, 41843998]","[42686978, 14983746, 582423, 37975735, 58359997, 598975]"
3598229,"[32219488, 12138658, 15288515, 36495307, 57762732, 20073202, 3048151, 504124, 1916479]","[59362977, 15288515, 2542257, 19297939, 1000276, 530357, 443800, 992025, 1916479]"
1352339,"[361761, 1738469, 7491461, 346635, 777517]","[7843268, 1738469, 467815, 11203463, 41263274, 59553866, 32802803, 2254427, 22634335]"
1704327,"[361761, 7491461, 11954630, 4693863, 1704327, 346635, 777517]","[44966308, 11954630, 1704327, 55319611, 10189260, 53434797, 1647099, 1933181]"
22494769,"[527875, 53244803, 50070695, 1938895, 14512212, 59344694, 2542263, 48873337, 47169146, 53434623]","[992001, 59362977, 15288515, 19297939, 530357, 443800, 1916479]"
20113818,"[41754180, 7021545, 59291594, 1559501, 59144046, 53495951, 363376, 1645683, 1738459]","[3794307, 25775304, 32701096, 10752043, 42975887, 2716381, 17960478]"
3653519,"[361761, 7491461, 346635, 777517, 550428, 340509]","[38419971, 9843946, 13333355, 1735535, 9691774]"
3608621,"[790312, 3608617, 3608623, 51348723, 14767833, 550428, 3608639]","[790312, 3608617, 11259253, 13115224, 3608639]"
37975735,"[57791779, 34978121, 637484, 57791279, 51660434, 485527, 1028730, 58359997]","[42686978, 54266567, 14475273, 55119185, 50765172, 925909, 7471127]"
4460591,"[361761, 7491461, 14080599, 3551561, 346635, 7348463, 826455, 12107548]","[17336260, 12107548, 3551561, 10075759, 30792828, 2287441, 10281396, 49204092]"
1699265,"[361761, 7491461, 346635, 777517, 63867822, 916563, 52695990, 340509]","[59362977, 15288515, 37398819, 2542257, 1000276, 3598229, 530357, 443800, 1916479]"
52779809,"[3551561, 6825291, 15173293, 14378800, 5503093, 8155352, 4549177, 47469947, 30792828]","[2542275, 3551561, 38419977, 53452969, 5112975, 14378800, 1085392, 8155352, 4549177, 19783678]"
33596826,"[5869379, 9773571, 57341801, 346635, 11258668, 9967410, 9687416, 2254427]","[14983746, 17336260, 14683083, 3608621, 20073202, 11257594, 46107068, 5134461]"
4423939,"[1367809, 50070695, 612808, 1747359, 44225202, 20073202, 3859127, 2407103]","[7833728, 6547587, 43605636, 35240901, 3859115, 10694712, 402523, 2407103]"
2254433,"[41299104, 41754180, 39820452, 2208377, 25665459, 17456501, 7286005, 3020373, 1527513]","[41299104, 5869379, 39820452, 681036, 25665459, 3020373, 4258199]"
44921908,"[7832993, 50692709, 50932807, 44921908, 60863029, 25914366]","[7832993, 50692709, 50932807, 11782703, 60863029, 25914366]"
19349159,"[24814272, 12138656, 361761, 52788078, 430450, 1028025, 602458]","[543103, 53486727, 687551, 1339061, 8155356, 3083807]"
53237534,"[49459972, 1660837, 335818, 37975723, 572433, 35408882, 48882452, 37946841, 34935355, 17456509]","[7833728, 15266849, 43605636, 24984581, 45349383, 4977163, 50322156, 49671155, 402523]"
5907333,"[57791779, 24861881, 859141, 11227915, 637484, 10044277, 3048153]","[57791779, 859141, 57598508, 33007534, 418607, 55066551, 38110395]"
43950749,"[686464, 631200, 5869379, 57341801, 11258668, 63867822, 439662, 427631, 41549134, 45663006]","[56069032, 59553866, 1559501, 35408882, 1352339, 60863029, 19349145, 17456509, 22634335]"
38413099,"[4423937, 38413093, 10192047, 8318031, 852113, 1380755, 35203453, 17960478]","[33596834, 38413091, 569636, 17960478, 38413099, 26289118]"
57243159,"[12138656, 2196161, 41549126, 681036, 5436013, 430450, 43342168, 14767833, 50243131]","[32785924, 58441511, 38110408, 912264, 7365069, 41549134, 44858832, 16390993, 14767833]"
11257594,"[13107878, 38110408, 14378800, 52695990, 25049753, 686203, 30792828, 17456509]","[49551461, 26708517, 24155174, 38383306, 62648437, 41133175, 8155352, 5134461]"
951269,"[57349187, 53479462, 57486535, 30807695, 57243163, 14983742, 58311903]","[2301017, 2196161, 554914, 2542275, 41549126, 612808, 681036, 963063, 55078233, 57243163]"
26289118,"[1060416, 552641, 1698891, 51264140, 15173293, 2072949]","[54761186, 33596834, 569636, 4216043, 55508655, 852113, 55079509]"
37975737,"[52631361, 686435, 455271, 346635, 1576145, 48882452, 1006197, 17456509]","[686435, 1625603, 57110087, 455271, 613929, 1576145, 49671155, 14684312]"
443800,"[1352353, 12138658, 15288515, 992001, 33492456, 579823, 4216625, 504124, 35130846]","[992001, 15288515, 19297939, 1000276, 530357, 3598229, 5851643]"
31231270,"[58709057, 56757447, 20286473, 20286505, 20286543, 20288915, 55319611]","[58709057, 20286473, 20286505, 20286543, 20288915, 55319611]"
441922,"[686464, 1660833, 33596834, 859139, 363376, 32192506, 4533947]","[2542275, 433289, 1028655, 42876976, 7286005, 9687416]"
24390430,"[54208928, 1750249, 53452969, 1926761, 1582325, 2031833, 1256319]","[12733123, 6770925, 3608625, 1582325, 2120181, 1362559]"
12138656,"[24814272, 10397239, 50243131, 14453290, 1691085, 430450, 57243159, 1028025, 402523]","[54208928, 361761, 681036, 1691085, 430450, 34553370, 340509, 24390430]"
65029079,"[57137705, 916563, 29248120, 47469947, 30792828]","[5112975, 916563, 19665462, 29248120, 30792828]"
3859119,"[9947041, 44966308, 2253993, 1733331, 424403, 7280503, 1066808, 20546491, 362333]","[9947041, 44966308, 2542279, 53433383, 5808777, 1733331, 424403, 10562135, 1066808]"
37407349,"[1590273, 52064578, 44911503, 39521136, 16390993, 56908154]","[1590273, 52064578, 7843268, 467815, 1352339, 7280503, 12735194]"
2013619,"[9947041, 50359874, 52631361, 14961285, 50932807, 2852297, 59553868, 363376, 17456509, 43950751]","[554914, 550405, 24155174, 2852297, 37975723, 7365069, 49671155, 47469947, 17456509]"
362333,"[1826115, 57791779, 10594022, 23576200, 1750249, 637484, 38545293, 3048153]","[1352353, 2254435, 1826115, 1080548, 37902342, 57598508, 38545293, 418607, 3048153]"
2287441,"[14080599, 13332055, 3551561, 7348463, 826455, 12107548]","[5458537, 3551561, 50884652, 4460591, 826455, 56207383, 27858586, 47169146, 12107548]"
1254119,"[59262880, 702720, 57325187, 53978579, 50765172, 26057685, 7471127]","[48947306, 26135056, 483957, 562047, 1660831, 37699900, 555359]"
467442,"[1352353, 1006403, 582423, 15898061, 4216625, 34553364, 20131511, 443800, 24947164]","[9855745, 14983746, 1080548, 985266, 25049753, 48882452, 1645683, 582423, 14080601]"
11221398,"[1040288, 41549124, 59402598, 1028649, 10752043, 39521136, 9967410, 6313657]","[1040288, 6554341, 10752043, 20286543, 1826681, 6313657, 2796923, 37159743]"
58696234,"[467815, 58696238, 427631, 896720, 952146, 16218137, 34553370, 4533947, 47242749]","[1660833, 58696238, 1028655, 1205109, 20319231]"
4584807,"[15170403, 24861881, 24862376, 7738575, 3152303, 20482897, 48696695, 4595801]","[15170403, 24862376, 7738575, 3152303, 20482897, 39228816, 24861881]"
60692102,"[3794307, 56020644, 38057189, 7365069, 7958959, 14083858, 62648441]","[24984581, 44858181, 14453290, 7365069, 63867822, 14083858, 3003447, 2254427, 543103]"
4423937,"[27943013, 57341801, 49671155, 53205299, 1574613, 60863029]","[27943013, 36244367, 68049234, 53205299, 1574613, 14080599, 1565657]"
29248666,"[361761, 7491461, 1926761, 346635, 777517, 550428]","[50359874, 58808137, 15000365, 49671155, 421620, 36023705, 555359]"
703675,"[5199361, 57791779, 50773990, 15149170, 36399670, 44984248, 20546491, 28309790]","[5199361, 50773990, 3608617, 833611, 14767833, 19948893, 28309790, 57791775]"
66464351,"[21430148, 49459972, 1365031, 11222058, 53495947, 1735535, 3003447]","[32785924, 26708517, 49459972, 21430148, 54567402, 58359997, 518967, 2254427, 2716381]"
26057685,"[575842, 57325187, 43859629, 5404403, 50765172, 7471127]","[575842, 57325187, 837604, 48947306, 45663006]"
455035,"[1660833, 571396, 558348, 1410655, 579823, 32192506, 2796923, 37887036, 49180670, 20319231]","[37398819, 3718921, 4055471, 37885328, 22494769, 14901299, 20319231, 49180670, 1410655]"
3598241,"[361761, 7491461, 44195623, 32701096, 346635, 777517, 49459965]","[4952961, 32701096, 35240905, 14453290, 2542257, 6543923, 826455, 2208377]"
2494813,"[403072, 59362977, 12138658, 1000276, 530357, 2494743, 1911579, 7069213]","[403072, 686464, 1000276, 2099189, 3598229, 2494743, 443800, 7069213, 1916479]"
7958959,"[59199777, 3794307, 918084, 60692102, 5436013, 777517, 39521136, 9967410, 963063]","[59362977, 37398819, 7843268, 992007, 2542257, 22494769, 1000276, 443800]"
2120185,"[1354113, 686435, 2407107, 1644057, 446480, 55119185, 2542257, 925909, 4595801]","[2407107, 59402598, 9859462, 19297933, 22494769, 2429811, 483957, 38436478]"
335818,"[1367809, 7843268, 992007, 41141416, 335818]","[50359874, 543103, 19349159, 335818, 48947306, 37699900, 1660831]"
9486536,"[403072, 59262880, 1355397, 57049003, 17456501, 1527513, 1527515]","[59262880, 403072, 37398819, 579823, 35408882, 19297939, 44984248, 41593625, 35130846]"
14901299,"[555265, 342027, 2903309, 2796923, 2099189, 1660831, 1644057, 20319231, 37699900, 1410655]","[50359874, 2903309, 1660831, 455035, 37699900, 1410655]"
10397239,"[12138656, 1006403, 2253993, 14453290, 4875531, 5436013, 48629551, 430450, 48873341]","[1006403, 35240901, 4875531, 48873341, 8318031, 7348463, 48629551, 8705839, 49459965]"
963063,"[54208928, 59199777, 918084, 44195623, 14983742, 38567500, 7958959, 5112975, 55636789, 11954686]","[41299104, 32785924, 918084, 612808, 1734377, 439662, 58810062, 62648437, 57243163]"
24984587,"[14044907, 979280, 896720, 34553364, 36399670, 4533947, 43950751]","[9947041, 554914, 58365315, 613929, 14044907, 2013619, 1006197, 43950751]"
41133175,"[43340934, 1365031, 15267819, 26429101, 1085392, 30792828, 4423935]","[26429101, 5112975, 16390993, 52695990, 30792828]"
433289,"[702720, 555265, 2196161, 11258668, 843661, 6512113, 25665459, 19349140, 1527513]","[41299104, 2542275, 54208968, 1208783, 42876976, 1645683, 7286005, 20104310, 9687416, 55478047]"
10075759,"[41263274, 42876976, 39521136, 9967410, 22647477, 3003447, 7280503, 2796923]","[52064578, 17336260, 21430148, 62724333, 7365069, 42876976, 9967410, 55636789]"
48659059,"[41299104, 702720, 32785924, 2776871, 681036, 11258668, 25665459, 1527513, 50080986]","[39820452, 2776871, 433289, 57137705, 48362507, 20104310, 65029079, 29248120]"
474820,"[814816, 42686978, 1826115, 1747367, 11218443, 14044907, 48928918, 41843998]","[814816, 1052706, 7365069, 23088717, 52788078, 32768848, 421873, 20673427, 14446873]"
57791768,"[54053152, 441922, 24984581, 427631, 58616758, 1738455, 4533947, 598975]","[32219488, 21430148, 1028649, 54567402, 7365069, 7280503, 12735194, 2254427, 58359997]"
1208783,"[2542275, 49551461, 54208968, 439662, 6543923, 62648437, 29248120, 32192506]","[53825892, 54208968, 433289, 612808, 439662, 42876976, 23000819, 62648437]"
403072,"[992001, 12138658, 1355397, 39820454, 530357, 2494743, 7069213]","[15288515, 19297939, 2494743, 443800, 2494813, 7069213, 35130846]"
5134461,"[52631361, 3524007, 3020371, 1732659, 971704, 47273271, 8155352]","[17336260, 3524007, 57521324, 1732659, 3020371, 26135029, 8155352, 11257594]"
53434623,"[992001, 12138658, 1590659, 991983, 992021, 59362971, 992029, 53434623]","[53244803, 1660837, 335818, 417724, 19297939, 992021, 52004412, 53237534]"
9691774,"[361761, 7491461, 346635, 777517, 39820466, 485527, 340509]","[57798821, 1738469, 19349159, 58810062, 3653519, 37407349, 485527, 3083807]"
35240905,"[54208928, 38110408, 9967410, 19665462, 29248120, 10397243, 30792828]","[49459972, 32701096, 37975723, 15173293, 4549177, 42230490, 47469947]"
8155352,"[1354113, 3524007, 33492456, 53495947, 56095762, 3020371, 5134461]","[2542275, 1926761, 433289, 3020371, 7286005, 26135029, 9687416, 5134461]"
1590273,"[52064578, 6547587, 44911503, 16390993, 37407349, 56908154]","[52064578, 2232357, 16390993, 37407349, 44984246, 52695990, 1738457, 56908154, 1747359]"
12398634,"[49459972, 613929, 56094156, 572433, 22494769, 27978003, 14512212, 421620, 1574613, 44968156]","[56878210, 56757447, 32701104, 19588950, 29248666, 1911579]"
2766395,"[2001123, 43605636, 1254119, 11259253, 55298776, 14080601, 48175675]","[686435, 483943, 455271, 1576145, 11502577, 37975737, 598975]"
702720,"[702720, 11258668, 4710445, 19349140, 9687416, 55478047]","[59262880, 1365031, 1254119, 44858832, 1645683, 19349140, 2208377, 602458, 55478047]"
10594022,"[44966308, 612327, 53495949, 20286543, 52399985, 32225266, 1387541, 10866297, 362333]","[992001, 7843268, 992007, 612327, 54567402, 55636789, 992025, 1916479]"
439662,"[54208968, 38567500, 1208783, 427631, 6543923, 62648437, 16218137, 43950749, 14983742]","[53825892, 59411896, 612808, 1208783, 23000819, 62648437, 963063, 58616760]"
997539,"[361761, 7491461, 57110087, 346635, 777517, 427631, 985266, 27582931, 485527, 49204092]","[12416742, 44195623, 36495307, 4460591, 14080599, 971704, 27937915, 49204092, 33492447]"
2120179,"[24814272, 3859115, 1691085, 1735535, 13385368]","[24814272, 12138658, 11203463, 11222058, 2254427, 543103]"
3284737,"[7491461, 1747367, 3718921, 8318031, 39820466, 59478517, 2120181, 4549177, 533787, 533788]","[54053152, 2254435, 3488327, 53486727, 44976209, 2542257, 39820466, 59478517, 2120181, 2208377]"
56095762,"[49459972, 3551561, 916563, 8155352, 50243131, 30792828, 14526911]","[3551561, 5112975, 1085392, 16390993, 19665462, 30792828]"
1028025,"[24814272, 12138656, 361761, 52788078, 430450, 2429811, 602458, 555359]","[1625603, 54266567, 14475273, 55119185, 20073202, 53693493, 60863030, 925909]"
49459972,"[572433, 56095762, 916563, 52695990, 43342168, 13099517, 14526911]","[26708517, 3551561, 5112975, 1085392, 52695990, 30792828]"
12141298,"[1060416, 361761, 1028804, 7491461, 3718921, 20286473, 346635, 10038509, 2120375]","[49749892, 1028804, 918084, 3551561, 1053642, 50322156, 10038509, 573011, 8155352, 4549177]"
2316649,"[361761, 7491461, 346635, 777517, 550428, 340509]","[2542275, 1747359, 612808, 37885328, 9687416, 32192511, 4423935]"
5404397,"[2196161, 9947041, 20870115, 44966308, 52665707, 48882452, 20546491]","[9947041, 20870115, 53433383, 52665707, 424403, 1733331, 1066808, 20546491]"
2374181,"[50359874, 57696329, 2852297, 59553868, 363376, 2013619, 27978003, 3031995]","[554914, 550405, 8458246, 50692709, 1926761, 15000365, 56087475, 44921908, 60863029, 3031995]"
34454430,"[361761, 58365315, 7491461, 38383306, 48362507, 53495947, 346635, 777517, 56207381, 340509]","[12138658, 2542275, 54567402, 11227915, 37885328, 9967410, 7280503, 12735194, 37887036]"
575176,"[46107047, 7833001, 3859117, 41549134, 427631, 44225202, 54632089, 41593625, 3736793]","[44195623, 11203463, 15898061, 41549134, 3859117, 54632089, 41593625]"
5404403,"[540354, 13632553, 49252204, 625970, 53978579, 50765172, 26057685]","[7833728, 837604, 1254119, 48947306, 49252204, 14983742]"
896720,"[42686978, 1355395, 553287, 467815, 38419977, 52664522, 24984587, 582423, 41843998]","[42686978, 50765172, 598975, 2031835, 58359997, 28309790, 41843998]"
828645,"[13797248, 517379, 58444774, 19686189, 59577263, 532657, 44044693, 55668539, 26114399]","[22067876, 53095593, 4710441, 25491660, 1358093, 4070549, 59043897, 31219037]"
53978579,"[59262880, 702720, 1254119, 52664522, 15445963, 5404403, 26057685]","[686435, 1080548, 612327, 5404403, 1826681, 14983742]"
45653142,"[403072, 5869379, 527875, 1355397, 27978003]","[992001, 58627110, 992007, 13426667, 991983, 2542257, 992021, 3598229, 443800, 992025]"
53020545,"[57110087, 20286473, 6691209, 48152209, 27582931, 37887031, 46789754]","[58709057, 48152209, 27582931, 55302745, 46789754, 55319611]"
13099517,"[49459972, 13107878, 38110408, 6770925, 572433, 13115224, 11122712, 8128223]","[12733123, 12658438, 9695881, 1582325, 4219547, 8128223]"
59291594,"[54025540, 66067655, 54208968, 42876976, 23000819, 29248120, 2716381]","[53825892, 66067655, 54208968, 433289, 38383306, 42876976, 23000819, 11257594]"
1735535,"[1691085, 52399985, 2120179, 13385368, 1527515, 543103]","[12138658, 11203463, 39521136, 58403761, 4258199, 2254427]"
553287,"[1355395, 467815, 7738025, 40933969, 10044277, 20131511, 992025, 13890971, 31170045, 48696695]","[4584807, 7738575, 39228816, 20482897, 3152303, 51949394, 56693085, 58947645]"
8011015,"[14961285, 2253993, 558348, 427631, 56207381, 5134461, 16266488, 16218137, 362333, 16459006]","[3284737, 474796, 1542483, 1738455, 1644057, 34553370, 45663835, 11954686, 4305823]"
28909205,"[49749900, 37890739, 50742515, 350518, 4995517]","[13312178, 37890739, 50742515, 350518, 31205943]"
14512212,"[1367809, 5869379, 57798819, 12398634, 11258668, 63867822, 22494769, 1732659, 19588950]","[992001, 992007, 613929, 11258668, 1916479, 19588950, 992025, 1660831]"
56908154,"[1590273, 52064578, 44911503, 16390993, 37407349, 1738457]","[1590273, 52064578, 2542275, 554914, 2232357, 59553868, 32037711, 9687416]"
625970,"[361761, 7491461, 57110087, 346635, 777517, 427631, 985266, 5404403, 485527]","[2776871, 15898061, 886962, 44921908, 483957, 4595801, 1660831]"
25190964,"[4979013, 1355399, 53128072, 53545648, 40933969, 11307128, 402523]","[53486727, 53128072, 4977163, 53545648, 32217361, 12130005, 3526069, 11307128]"
52631361,"[631200, 2232357, 612808, 17456509, 613929, 1732659, 971704, 5134461]","[631200, 58220389, 612808, 54567402, 48152209, 1732659, 971704]"
20286473,"[800672, 2764645, 31231270, 56757447, 20286543, 26135056, 27582931, 65026264]","[58709057, 31231270, 20286505, 20286543, 20288915]"
20489477,"[38419971, 20546491, 21430154, 991983, 50765172, 2542263, 36727163]","[555265, 35240901, 11954630, 39820454, 52664522, 2903309, 36092655, 57147346]"
2764645,"[7833728, 800672, 31231270, 56757447, 20286473, 20286543, 20288915]","[58709057, 56757447, 5458537, 6691209, 53434797, 7365241, 27858586, 55319611]"
1710667,"[58441511, 57049003, 558348, 55119185, 44858545, 925909, 455035, 37887036]","[66067655, 1355399, 1085102, 37885328, 44858545, 5061491, 37407349, 2796923, 37887036]"
1355397,"[403072, 1738465, 992001, 39820454, 1355399, 530357, 2494743, 1527513]","[59362977, 15288515, 19297939, 530357, 443800, 35130846]"
49459965,"[3598241, 44195623, 5436013, 9967410, 48882452, 62724276, 1738457, 17456509]","[5869379, 1006403, 35240901, 4875531, 7348463, 48629551, 10397239, 48873341]"
2781229,"[836194, 3082819, 48629551, 427631, 886962, 51443986, 2657459, 485527]","[1355395, 11305924, 35130846, 3288931, 1734377, 1667313, 625970, 35203453, 17456509, 53237534]"
50692709,"[7832993, 50932807, 44921906, 44921908, 60863029, 25914366]","[2374181, 50932807, 11782703, 44921908, 60863029, 3031995, 25914366]"
1256315,"[2254435, 50884652, 10192047, 572433, 20673427, 1645683, 424403, 385268]","[545610, 545618, 1542483, 56207381, 1699257, 997533, 44976191]"
541170,"[361761, 7491461, 57110087, 346635, 777517, 427631, 985266, 11259253, 485527]","[2776871, 433289, 54567402, 2316649, 10075759, 9967410, 2013619, 23000819, 57791768, 53237534]"
59362977,"[403072, 53500640, 12138658, 985266, 1000276, 530357, 2494743, 1911579, 2494813]","[15288515, 2542257, 19297939, 1000276, 3598229, 443800, 992025, 1916479]"
44858181,"[4952961, 57798819, 32701102, 32037711, 572433, 424403, 385268, 33492447]","[32219488, 60692102, 32701102, 14083858, 62724276, 12130005]"
1006403,"[10397239, 4875531, 15898061, 21146029, 48629551, 1085394, 20131511, 24947164, 48873341]","[631200, 52631361, 44195623, 4875531, 7365069, 48873341, 48629551, 10397239, 49459965]"
55079531,"[54761186, 21430148, 49459972, 1028649, 53495947, 44858832, 53303410, 55079509, 12735194]","[54761186, 57137705, 55508655, 53303410, 55079509]"
38110408,"[26708517, 35240905, 9967410, 2072949, 19665462, 30792828, 31170045]","[1028804, 3551561, 10038509, 573011, 2072949, 11307128, 30792828]"
992029,"[992001, 15288515, 992007, 991983, 992021, 504124, 1916479]","[992001, 15288515, 992007, 991983, 992021, 443800, 992025]"
6825291,"[52779809, 15267819, 32701102, 8318031, 62724276, 5503093]","[3794307, 2542275, 54025540, 32701096, 612808, 10752043, 42876976, 9687416, 2716381]"
681036,"[2196161, 39820452, 41754180, 44858832, 44976209, 25665459, 17456501, 2120375]","[2196161, 433289, 44858832, 44976209, 17456501, 7286005, 9687416, 55478047]"
413404,"[800672, 712741, 28310283, 991983, 979280, 34553364, 25190964, 36399670, 2301017]","[53486727, 53128072, 4977163, 57647474, 625970, 25190964, 963063, 1699257]"
36244367,"[52631361, 3102755, 49551461, 612327, 48882452, 1574613, 57243163, 3154587]","[57110087, 612808, 42876976, 44921906, 49671155, 9687416, 1565657, 427871]"
364054,"[29246137, 364054, 51731193, 57870426, 543197]","[13579553, 15499818, 54512942, 21567670, 49997209]"
14080603,"[59262880, 702720, 54567402, 52664522, 1525329, 53978579, 19349140, 9687416, 46107068]","[814816, 613929, 57341801, 558348, 1374383, 1339061, 57791768, 28309790, 37159743]"
17336260,"[361761, 7491461, 346635, 62724333, 777517, 57647474, 11257594, 55319611, 17456509, 20319231]","[59402598, 62724333, 4460591, 10075759, 9967410, 1733331, 11257594]"
1738453,"[1738465, 2917511, 3718921, 42230604, 2917523, 550428, 52004412, 1916479]","[1738465, 3718921, 4483791, 47510162, 550428, 53240957, 52004412]"
30807695,"[54208928, 38110408, 15149170, 9967410, 2120179, 19665462, 7280503, 1738463]","[2542275, 612808, 37407349, 7286005, 7280503, 9687416, 2301017]"
2301017,"[2001123, 712741, 7021545, 28310283, 1733333, 1339061, 443800, 413404, 23189117]","[2542275, 571396, 57048709, 612808, 7286005, 5503097]"
47469947,"[52779809, 25775298, 15173293, 1085392, 65029079, 4549177, 30792828]","[49459972, 32701096, 35240905, 37975723, 15173293, 4549177, 42230490]"
16390993,"[1590273, 52064578, 25775298, 57137705, 44911503, 37407349, 44984246, 29248120, 56908154, 30792828]","[1590273, 26429101, 5112975, 1085392, 44984246, 52695990]"
4423935,"[43340934, 1365031, 1747359, 11222058, 26429101, 41133175, 32192511, 1738463]","[1747359, 11222058, 12130005, 1738457, 32192511, 1738463]"
41263274,"[11203463, 10075759, 42876976, 32802803, 25749593, 22634335]","[12138658, 1738469, 11222058, 2542257, 1352339, 2120179, 12735194, 2254427, 22634335]"
59553866,"[799109, 1053642, 59553866, 34553370, 5851643]","[1738469, 799109, 1053642, 4055471, 1352339, 12735194, 5851643, 1747357, 22634335]"
53240957,"[583680, 1738465, 12138656, 627911, 1691085, 4483791, 1738453, 550428, 52004412]","[1738465, 627911, 3718921, 4483791, 2120369, 1738453, 574746, 550428, 52004412, 19787231]"
57798823,"[1590273, 6547587, 9859462, 50070695, 37407349, 13385368]","[527875, 7843268, 59402598, 1355399, 59553866, 52788684, 19588950, 1747357]"
5436017,"[1660833, 66617859, 859139, 44858832, 44976209, 852113, 45321594, 58947645]","[66617859, 55119185, 452629, 1066808, 36023705, 1933181, 20319231]"
44540589,"[2196161, 1355397, 681036, 11258668, 25665459, 17456501, 1527513, 45321594]","[41299104, 2542275, 433289, 681036, 1559501, 1645683, 25665459, 7286005, 9687416]"
1052706,"[54208928, 1355395, 38419977, 545610, 896720, 545618, 424403, 385268, 1826681]","[814816, 474820, 23088717, 572433, 20673427, 2287447, 14446873]"
53495951,"[54761186, 20086333, 32785924, 58696236, 5436013, 5112975, 55079509, 42686968, 11257594, 17456509]","[54053152, 58709057, 41754180, 38110408, 545773, 53434797, 5112975, 11307128, 2208377, 55319611]"
1645683,"[59262880, 702720, 7021537, 7021545, 4710445, 25665459, 19349140, 55478047]","[41299104, 26708517, 433289, 25665459, 7286005, 20104310, 9687416, 55478047]"
35351641,"[417724, 1205109, 32192506, 46107068, 1410655]","[55472608, 552641, 554914, 45349383, 38383306, 56692528, 20288915, 62648437, 11257594]"
22647477,"[50783108, 35445417, 53545648, 12647219, 47964885, 6957783, 11475738]","[50783108, 35445417, 12647219, 47964885, 6957783, 11475738]"
11023193,"[58365315, 43340934, 28310283, 3608623, 36830962, 50765172, 1208799]","[37398819, 57048709, 4977163, 53495947, 11227915, 518967, 2301017, 27858586, 37887036]"
19588950,"[5503105, 613929, 11222058, 19297933, 1735535, 1732659, 5503101]","[992001, 992007, 613929, 12398634, 14512212, 992025, 5061499, 1916479]"
51443986,"[46259908, 4979013, 12658438, 7738025, 1525329, 51348723, 1582325, 3608639]","[31170045, 12733123, 12658438, 6770925, 3608625, 1582325, 13099517, 24390430]"
2149529,"[361761, 7491461, 346635, 7365069, 777517, 572433, 424403, 385268]","[2542275, 57243159, 14961285, 2287441, 14767833, 56207381, 826455, 2287447, 2301017]"
427871,"[4952961, 4561921, 20286505, 427631, 32768848, 14083858, 68049234, 485527, 29248120]","[12416742, 577319, 38265901, 36244367, 35408882, 1574613, 1565657, 58359997, 34454430]"
2494743,"[403072, 1738465, 12138658, 1355397, 1355399, 17045194, 1205109, 2494813, 7069213]","[403072, 59362977, 7069213, 15288515, 2542257, 1000276, 3598229, 2494813, 35130846]"
2716381,"[54025540, 4979013, 1355399, 32701096, 59291594, 53545648, 14445239, 3031993, 402523, 46107068]","[3794307, 54025540, 32701096, 10752043, 42975887, 14445239, 46107068]"
2542275,"[32192506, 2852297, 4875531, 1000276, 3003447, 3031993, 56908154]","[41299104, 612808, 433289, 42876976, 7286005, 9687416, 19783678]"
1374383,"[42686978, 1028649, 10075759, 32220209, 48882452, 22647477, 3003447, 7280503, 12735194, 41843998]","[1028649, 54567402, 558348, 7280503, 32220209, 56207381, 3003447, 12735194, 2254427, 58359997]"
